header,class,mechanism,group
Bla|OXA-353_1_KF297582|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|M55426|465-1326|ARO:3002542|AAC3-VIIIa|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
gi|728678245|gb|KP081315.1|betalactams|Class_A_betalactamases|IMI,betalactams,Class A betalactamases,IMI
Tet|tet31_1_GQ283908|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TET31,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TET31
Bla|TEM-96|AY092401|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Phe|BX664015.1|gene104|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
CARD|phgb|NC_010410|3660736-3661636|ARO:3002370|VEB-1|betalactams|Class_A_betalactamases|VEB,betalactams,Class A betalactamases,VEB
1014|AF001493.1|AF001493|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Bla|Mor-2|AY235804|110-1249|1140|betalactams|Class_C_betalactamases|DHA,betalactams,Class C betalactamases,DHA
Bla|TEM-88|AY027590|113-973|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
MLS|ermC_10_Y09002|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
CARD|pvgb|NC_020418|545199-547614|ARO:3003306|Morganella|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRB|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRB
Phe|CatA7|M64281|208-855|648|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
gi|194022466|gb|EU815939.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Elf|CP004022.1|gene3277|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
260|unknown_id|unknown_name|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
Bla|SHV-30|AY661885|49-909|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Flq|CP000034.1|gene2423|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Bla|TEM-131|AY436361|132-992|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Flq|NC_010611.6237080|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
MLS|ermB_2_K00551|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Sul|sul1_18_AY260546|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Bla|OXA-58|AY665723|3301-4143|843|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|pvgb|NC_007779|986315-987404|ARO:3003390|Escherichia|Multi-drug_resistance|MDR_mutant_porin_proteins|OMPF|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,OMPF
Bla|SHV-1_12_AY787643|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|125658581|gb|EF373969.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Mdr|CP003248.2|gene3393|Multi-drug_resistance|MDR_regulator|MTRA,Multi-drug resistance,MDR regulator,MTRA
Gly|VanH-B|AF192329|27871-28842|972|Glycopeptides|VanB-type_resistance_protein|VANHB,Glycopeptides,VanB-type resistance protein,VANHB
1903|unknown_id|unknown_name|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|phgb|KF443075|0-645|ARO:3002785|QnrB73|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
1755|JN676230.2|JN676230|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Bla|FONA-2|AJ251240|1054-1941|888|betalactams|Class_A_betalactamases|FONA,betalactams,Class A betalactamases,FONA
gi|401871154|gb|JX121115.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|CTX-M-123|JN790864|239-1114|876|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|OXA_356_1_KF297585|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
AGly|AadA4|AY138986|1-798|789|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
gi|74422852|gb|DQ174305.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|HERA-3|AF398335|1-873|873|betalactams|Class_A_betalactamases|HERA,betalactams,Class A betalactamases,HERA
AGly|AadA13|AY713504|1-798|798|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|OXA-68|AY750910|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|B-10|AY348325|1-747|747|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
Flq|QnrB34|JN173056|36-683|648|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
AGly|AJ809407.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Bla|CMY-65|JN714479|1041-2186|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
MLS|ermF_3_M17808|MLS|23S_rRNA_methyltransferases|ERMF,MLS,23S rRNA methyltransferases,ERMF
gi|717007360|gb|KM998962.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Tmt|DfrA5|X12868|1306-1779|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|OXA-50_3_AY306130|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|218091989|emb|AM922308.1|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
201|EU523697.1|EU523697|Tetracyclines|Tetracycline_resistance_major_facilitator_superfamily_MFS_efflux_pumps|TETA,Tetracyclines,Tetracycline resistance major facilitator superfamily MFS efflux pumps,TETA
Tmt|AJ605332.1|gene1|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
CARD|pvgb|U00096|3163714-3165973|ARO:3003308|Escherichia|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
562|AF064820.3|AF064820|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|208431881|gb|FJ194494.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|7381164|gb|AF135373.1|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|CTX-M-15_64_FJ815288|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
Bla|IMP-14|AY553332|114-854|741|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
CARD|phgb|NC_002951|1987719-1989456|ARO:3000489|sav1866|Multi-drug_resistance|Multi-drug_efflux_pumps|SAV1866,Multi-drug resistance,Multi-drug efflux pumps,SAV1866
Phe|CatB4|EU935739|59054-59602|549|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
MLS|ermB_7_AF368302|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Bla|TEM-125|AY628176|76-936|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Bla|OXA-25|AF201826|22-849|828|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-43|AY065991|7-867|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|Aac6-Iv|AF031330|1-441|441|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
Bla|CMY-94|JX514368|272-1417|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
AGly|CR628337.1|gene1595|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH9,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH9
CARD|pvgb|NC_002516.2|3556426-3559198|ARO:3003684|Pseudomonas|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
CARD|phgb|AB639410|0-1404|ARO:3003039|oprA|Multi-drug_resistance|Multi-drug_efflux_pumps|OPRA,Multi-drug resistance,Multi-drug efflux pumps,OPRA
gi|388564847|gb|JQ733576.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
gi|314912176|gb|HQ438058.1|betalactams|Class_B_betalactamases|IMP,betalactams,Class B betalactamases,IMP
Bla|TEM-52B_1_AF027199|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
CARD|pvgb|NC_008783|1406995-1409425|ARO:3003302|Bartonella|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|gyrB|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,gyrB
Bla|SHV-11_8_GQ387358|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
gi|3021576|emb|AJ005044.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
1846|AF156486.1|AF156486|betalactams|Class_A_betalactamases|GES,betalactams,Class A betalactamases,GES
gi|397648609|gb|JX025021.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|CP007005|1250264-1251203|ARO:3003186|CARB-23|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
222|JQ394987.1|JQ394987|Multi-drug_resistance|Multi-drug_efflux_pumps|MDFA,Multi-drug resistance,Multi-drug efflux pumps,MDFA
CARD|phgb|U82085|0-1659|ARO:3000118|vgaB|MLS|Streptogramin_A_efflux_pumps|VGAB,MLS,Streptogramin A efflux pumps,VGAB
Rif|CP001138.1|gene4362|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Flq|QnrS|FJ418153|1-657|657|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRS,Fluoroquinolones,Quinolone resistance protein Qnr,QNRS
MLS|ermB_20_AF109075|MLS|23S_rRNA_methyltransferases|ERMB,MLS,23S rRNA methyltransferases,ERMB
Bla|CMY-76|JQ733573|1028-2173|1146|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|FJ666067.1|gene1|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
1628|Y17716.1|Y17716|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Bla|CEPH-A3|AY112998|197-961|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
Bla|OXA-332_1_KF203106|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXA-228|JQ422053|100-930|831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|AY210887|111-972|ARO:3001104|SHV-46|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|OKP-B-13|AY825330|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|cfxA3_1_AF472622|betalactams|Class_A_betalactamases|CFX,betalactams,Class A betalactamases,CFX
gi|693586039|gb|KM114268.1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|344179208|gb|JF460796.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
1282|JN982330.1|JN982330|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
AGly|AacA4|AF416297|2738-3304|567|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC6-PRIME,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC6-PRIME
CARD|phgb|KC895984|1081-1855|ARO:3002631|spd|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|SPD,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,SPD
CARD|pvgb|U75641|19-1066|ARO:3000464|Neisseria|Multi-drug_resistance|MDR_mutant_porin_proteins|POR|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,POR
gi|157779406|gb|EU019536.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|374414421|gb|JN714480.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Tmt|DfrG|AB205645|1013-1510|498|Trimethoprim|Dihydrofolate_reductase|DFRG,Trimethoprim,Dihydrofolate reductase,DFRG
CARD|phgb|AL123456|3626662-3627349|ARO:3000816|mtrA|Multi-drug_resistance|MDR_regulator|MTRA,Multi-drug resistance,MDR regulator,MTRA
Bla|OXA-371_1_AB871653|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|OXY5-2|AJ871871|1-873|873|betalactams|Class_A_betalactamases|OXY,betalactams,Class A betalactamases,OXY
CARD|phgb|NC_002516.2|5584100-5585549|ARO:3003682|OpmH|Multi-drug_resistance|Multi-drug_efflux_pumps|OPMH,Multi-drug resistance,Multi-drug efflux pumps,OPMH
Bla|OXA-278|KC771279|1-831|831|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|TEM-16|X65254|176-1036|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|298113023|gb|HM113560.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|EF468463.1|gene1|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|817490718|gb|KP264123.1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|SHV-15|AJ011428|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Sul|sul1_11_DQ914960|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULI,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULI
Tmt|dfrA14_1_DQ388123|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|OCH-8|DQ489307|1071-2243|1173|betalactams|Class_C_betalactamases|OCH,betalactams,Class C betalactamases,OCH
Tmt|DfrA14|GU726917|72-545|474|Trimethoprim|Dihydrofolate_reductase|DHFR|RequiresSNPConfirmation,Trimethoprim,Dihydrofolate reductase,DHFR
Bla|KF885217.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
gi|698174161|gb|KM087835.1|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
Bla|SHV-109|EU418913|17-877|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|Aac3-IIc|X54723|819-1679|861|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
CARD|phgb|HM440348|775-1861|ARO:3000549|adeS|Multi-drug_resistance|MDR_regulator|ADES,Multi-drug resistance,MDR regulator,ADES
CARD|phgb|L06161|105-945|ARO:3002538|AAC3-IIIc|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
Gly|VanTc3|AY033764|1644-3746|2103|Glycopeptides|VanC-type_resistance_protein|VANTC,Glycopeptides,VanC-type resistance protein,VANTC
gi|160948438|emb|AM176549.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Phe|D37826.1|gene1|Phenicol|Phenicol_efflux_pumps|FLOR,Phenicol,Phenicol efflux pumps,FLOR
Flq|QnrB22|FJ981621|37-681|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|blaZ_40_DQ269019|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
Elf|CP002332.1|gene1202|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Rif|NC_012491.1.7717716|Rifampin|Rifampin-resistant_beta-subunit_of_RNA_polymerase_RpoB|RPOB|RequiresSNPConfirmation,Rifampin,Rifampin-resistant beta-subunit of RNA polymerase RpoB,RPOB
Bla|B-11|AY348326|1-750|750|betalactams|Class_B_betalactamases|BLAB,betalactams,Class B betalactamases,BLAB
Tet|tetW_5_AJ427421|Tetracyclines|Tetracycline_resistance_ribosomal_protection_proteins|TETW,Tetracyclines,Tetracycline resistance ribosomal protection proteins,TETW
Flq|AL009126.3|gene7|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|GYRA|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,GYRA
Flq|QnrVC3_1_HM015626|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC
Rif|HM015626.1|gene1|Rifampin|Rifampin_ADP-ribosyltransferase_Arr|ARR,Rifampin,Rifampin ADP-ribosyltransferase Arr,ARR
Bla|TEM-182|HQ317449|1-861|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
948|DQ464881.1|DQ464881|Aminoglycosides|Aminoglycoside_O-phosphotransferases|APH3-DPRIME,Aminoglycosides,Aminoglycoside O-phosphotransferases,APH3-DPRIME
AGly|AB104852.1|gene4|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
CARD|phgb|U35369|177-840|ARO:3002921|vanRB|Glycopeptides|VanB-type_regulator|VANRB,Glycopeptides,VanB-type regulator,VANRB
Sul|sul2_10_AM183225|Sulfonamides|Sulfonamide-resistant_dihydropteroate_synthases|SULII,Sulfonamides,Sulfonamide-resistant dihydropteroate synthases,SULII
CARD|phgb|NC_003197|392418-393876|ARO:3000791|mdsC|Multi-drug_resistance|Multi-drug_efflux_pumps|MDSC,Multi-drug resistance,Multi-drug efflux pumps,MDSC
Flq|NC_007793.3913356|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Bla|SHV-2_2_AF282921|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|TEM-84|AF417130|209-1069|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
Fos|fosA_8_ACHE01000077|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
Bla|GQ434004.1|gene2|betalactams|Class_A_betalactamases|CARB,betalactams,Class A betalactamases,CARB
Bla|OXA-60_4_AY662675|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Elf|CP001918.1|gene4764|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Bla|OKP-A-15|FJ755841|1-861|861|betalactams|Class_A_betalactamases|OKP,betalactams,Class A betalactamases,OKP
Bla|VIM-36|JX982635|1-801|801|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Flq|NC_003197.1.1254697|Fluoroquinolones|Fluoroquinolone-resistant_DNA_topoisomerases|PARC|RequiresSNPConfirmation,Fluoroquinolones,Fluoroquinolone-resistant DNA topoisomerases,PARC
Bla|OXA-111|EF650037|1-825|825|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
MLS|vatE_8_AY043209|MLS|Streptogramin_A_O-acetyltransferase|VATE,MLS,Streptogramin A O-acetyltransferase,VATE
Gly|VanE|FJ872411|39736-40794|1059|Glycopeptides|VanE-type_resistance_protein|VANE,Glycopeptides,VanE-type resistance protein,VANE
CARD|phgb|AM087453|25-856|ARO:3001138|SHV-84|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Elf|CP000675.2|gene397|Elfamycins|EF-Tu_inhibition|TUFAB|RequiresSNPConfirmation,Elfamycins,EF-Tu inhibition,TUFAB
Bla|OXA-134|FJ195387|695-1516|822|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
Bla|NC_010066.5774791|betalactams|Class_A_betalactamases|BLAZ,betalactams,Class A betalactamases,BLAZ
CARD|phgb|AJ878850|1196-1829|ARO:3003110|catB10|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT
Bla|CTX-M-82_1_DQ256091|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|NC_012491|4758175-4759207|ARO:3002815|clbB|Phenicol|Phenicol_23S_rRNA_methyltransferases|CLBB,Phenicol,Phenicol 23S rRNA methyltransferases,CLBB
Gly|GQ149347.1|gene3|Glycopeptides|Bleomycin_resistance_protein|BRP,Glycopeptides,Bleomycin resistance protein,BRP
Bla|SHV-35|AY070258|1-861|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|ACT-3_1_EF125013|betalactams|Class_C_betalactamases|ACT,betalactams,Class C betalactamases,ACT
801|AY238971.1|AY238971|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
gi|698174169|gb|KM087839.1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
101|unknown_id|unknown_name|MLS|23S_rRNA_methyltransferases|ERMA,MLS,23S rRNA methyltransferases,ERMA
gi|146771514|gb|EF576988.1|betalactams|Class_A_betalactamases|CTX,betalactams,Class A betalactamases,CTX
CARD|phgb|U46859|22365-24057|ARO:3003049|rosB|Cationic_antimicrobial_peptides|Cationic_antimicrobial_peptide_efflux_pumps|rosB,Cationic antimicrobial peptides,Cationic antimicrobial peptide efflux pumps,rosB
gi|160858183|emb|AJ866283.2|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
Bla|SHV-7|U20270|125-985|861|betalactams|Class_A_betalactamases|SHV,betalactams,Class A betalactamases,SHV
AGly|AY138986.1|gene1|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
Phe|AY232670.1|gene3|Phenicol|Chloramphenicol_acetyltransferases|CATB|RequiresSNPConfirmation,Phenicol,Chloramphenicol acetyltransferases,CATB
Bla|IMIH|AJ548797|924-1688|765|betalactams|Class_B_betalactamases|CPHA,betalactams,Class B betalactamases,CPHA
CARD|phgb|AB219524.1|1176-4338|ARO:3003699|mexQ|Multi-drug_resistance|Multi-drug_efflux_pumps|MEXQ,Multi-drug resistance,Multi-drug efflux pumps,MEXQ
Fos|fosA_10_EU195449|Fosfomycin|Fosfomycin_thiol_transferases|FOSA,Fosfomycin,Fosfomycin thiol transferases,FOSA
CARD|pvgb|NC_003112|2157528-2158524|ARO:3000464|Neisseria|Multi-drug_resistance|MDR_mutant_porin_proteins|POR|RequiresSNPConfirmation,Multi-drug resistance,MDR mutant porin proteins,POR
Flq|QnrVC1_1_EU436855.2|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRVC,Fluoroquinolones,Quinolone resistance protein Qnr,QNRVC
CARD|phgb|AF197943|0-705|ARO:3000849|Sfh-1|betalactams|Class_B_betalactamases|SFH1,betalactams,Class B betalactamases,SFH1
Bla|KF526114.1|gene1|betalactams|Class_C_betalactamases|CMY,betalactams,Class C betalactamases,CMY
Flq|QnrB42|JN680743|1-645|645|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
511|unknown_id|unknown_name|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
CARD|phgb|NZ_AGSO01000004|76451-77432|ARO:3003071|mphE|MLS|Macrolide_phosphotransferases|MPHE,MLS,Macrolide phosphotransferases,MPHE
CARD|phgb|AP009048|4303042-4304509|ARO:3003550|mdtP|Multi-drug_resistance|Multi-drug_efflux_pumps|MDTP,Multi-drug resistance,Multi-drug efflux pumps,MDTP
1356|AF426161.1|AF426161|betalactams|Class_A_betalactamases|DES1,betalactams,Class A betalactamases,DES1
Flq|QnrB41|JN166690|1-681|681|Fluoroquinolones|Quinolone_resistance_protein_Qnr|QNRB,Fluoroquinolones,Quinolone resistance protein Qnr,QNRB
Bla|TEM-167|FJ360884|214-1074|861|betalactams|Class_A_betalactamases|TEM,betalactams,Class A betalactamases,TEM
gi|401716858|gb|JX311308.1|betalactams|Class_B_betalactamases|VIM,betalactams,Class B betalactamases,VIM
Gly|VanS-D|AB242319|689-1834|1146|Glycopeptides|VanD-type_regulator|VANSD,Glycopeptides,VanD-type regulator,VANSD
gi|433285820|emb|HE819401.1|betalactams|Class_C_betalactamases|ACC,betalactams,Class C betalactamases,ACC
CARD|phgb|X92945|0-648|ARO:3002670|cat|Phenicol|Chloramphenicol_acetyltransferases|CAT,Phenicol,Chloramphenicol acetyltransferases,CAT
MLS|U59450.1|gene2|MLS|23S_rRNA_methyltransferases|ERMV,MLS,23S rRNA methyltransferases,ERMV
MLS|ErmC|M19652|988-1722|735|MLS|23S_rRNA_methyltransferases|ERMC,MLS,23S rRNA methyltransferases,ERMC
Phe|D16171.1|gene1|pp-cat|Phenicol|Chloramphenicol_acetyltransferases|CATA,Phenicol,Chloramphenicol acetyltransferases,CATA
Bla|KJ427797.1|gene1|betalactams|Class_D_betalactamases|OXA,betalactams,Class D betalactamases,OXA
CARD|phgb|EU250284|5415-6510|ARO:3002938|vanSL|Glycopeptides|VanL-type_regulator|VANSL,Glycopeptides,VanL-type regulator,VANSL
AGly|AadA15|DQ393783|1800-2591|792|Aminoglycosides|Aminoglycoside_O-nucleotidyltransferases|ANT3-DPRIME,Aminoglycosides,Aminoglycoside O-nucleotidyltransferases,ANT3-DPRIME
