header,class,mechanism,group
MEG_5396|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
MEG_5397|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
MEG_5398|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
MEG_5399|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
MEG_54|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
MEG_540|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5400|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARE|RequiresSNPConfirmation,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARE
MEG_5401|Drugs|Aminocoumarins|Aminocoumarin-resistant_DNA_topoisomerases|PARY,Aminocoumarins,Aminocoumarin-resistant DNA topoisomerases,PARY
MEG_5402|Drugs|Fluoroquinolones|Quinolone_active_efflux|PATA,Fluoroquinolones,Quinolone active efflux,PATA
MEG_5403|Drugs|Fluoroquinolones|Quinolone_active_efflux|PATB,Fluoroquinolones,Quinolone active efflux,PATB
MEG_5404|Drugs|betalactams|Penicillin_binding_protein|PBP1A,betalactams,Penicillin binding protein,PBP1A
MEG_5405|Drugs|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
MEG_5406|Drugs|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
MEG_5407|Drugs|betalactams|Penicillin_binding_protein|PBP2|RequiresSNPConfirmation,betalactams,Penicillin binding protein,PBP2
MEG_5408|Drugs|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
MEG_5409|Drugs|betalactams|Penicillin_binding_protein|PBP2,betalactams,Penicillin binding protein,PBP2
MEG_541|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5410|Drugs|betalactams|Penicillin_binding_protein|PBP2B|RequiresSNPConfirmation,betalactams,Penicillin binding protein,PBP2B
MEG_5411|Drugs|betalactams|Penicillin_binding_protein|PBP2X,betalactams,Penicillin binding protein,PBP2X
MEG_5412|Drugs|betalactams|Penicillin_binding_protein|PBP3|RequiresSNPConfirmation,betalactams,Penicillin binding protein,PBP3
MEG_5413|Drugs|betalactams|Penicillin_binding_protein|PBP4B,betalactams,Penicillin binding protein,PBP4B
MEG_5414|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRA,Lead resistance,Lead P-type ATPase transporter,PBRA
MEG_5415|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRB,Lead resistance,Lead P-type ATPase transporter,PBRB
MEG_5416|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRD,Lead resistance,Lead P-type ATPase transporter,PBRD
MEG_5417|Metals|Lead_resistance|Lead_P-type_ATPase_regulator|PBRR,Lead resistance,Lead P-type ATPase regulator,PBRR
MEG_5418|Metals|Lead_resistance|Lead_P-type_ATPase_transporter|PBRT,Lead resistance,Lead P-type ATPase transporter,PBRT
MEG_5419||Biocide_resistance|Biocide_resistance_regulator|PCM,Biocide resistance,Biocide resistance regulator,PCM
MEG_542|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5420||Copper_resistance_|Copper_resistance_protein|PCOA,Copper resistance ,Copper resistance protein,PCOA
MEG_5421||Copper_resistance_|Copper_resistance_protein|PCOB,Copper resistance ,Copper resistance protein,PCOB
MEG_5422||Copper_resistance_|Copper_resistance_protein|PCOB,Copper resistance ,Copper resistance protein,PCOB
MEG_5423||Copper_resistance_|Copper_resistance_protein|PCOC,Copper resistance ,Copper resistance protein,PCOC
MEG_5424||Copper_resistance_|Copper_resistance_protein|PCOC,Copper resistance ,Copper resistance protein,PCOC
MEG_5425||Copper_resistance_|Copper_resistance_protein|PCOD,Copper resistance ,Copper resistance protein,PCOD
MEG_5426||Copper_resistance_|Copper_resistance_protein|PCOD,Copper resistance ,Copper resistance protein,PCOD
MEG_5427|Metals|Metal_resistance_|Cobalt_and_Nickel_resistance_regulator|PCOE,Metal resistance ,Cobalt and Nickel resistance regulator,PCOE
MEG_5428||Copper_resistance_|Copper_resistance_regulator|PCOR,Copper resistance ,Copper resistance regulator,PCOR
MEG_5429||Copper_resistance_|Copper_resistance_regulator|PCOS,Copper resistance ,Copper resistance regulator,PCOS
MEG_543|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5430|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5431|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5432|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5433|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5434|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5435|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5436|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5437|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5438|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5439|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_544|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5440|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5441|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5442|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5443|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5444|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5445|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5446|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5447|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5448|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5449|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_545|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5450|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5451|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5452|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5453|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5454|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5455|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5456|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5457|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5458|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5459|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_546|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5460|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5461|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5462|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5463|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5464|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5465|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5466|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5467|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5468|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5469|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_547|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5470|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5471|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5472|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5473|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5474|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5475|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5476|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5477|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5478|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5479|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_548|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5480|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5481|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5482|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5483|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5484|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5485|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5486|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5487|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5488|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5489|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_549|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5490|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5491|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5492|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5493|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5494|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5495|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5496|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5497|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5498|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5499|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_55|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
MEG_550|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5500|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5501|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5502|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5503|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5504|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5505|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5506|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5507|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5508|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5509|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_551|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5510|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5511|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5512|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5513|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5514|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5515|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5516|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5517|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5518|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5519|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_552|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5520|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5521|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5522|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5523|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5524|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5525|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5526|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5527|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5528|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5529|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_553|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5530|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5531|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5532|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5533|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5534|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5535|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5536|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5537|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5538|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5539|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_554|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5540|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5541|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5542|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5543|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5544|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5545|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5546|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5547|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5548|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5549|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_555|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5550|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5551|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5552|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5553|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5554|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5555|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5556|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5557|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5558|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5559|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_556|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5560|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5561|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5562|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5563|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5564|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5565|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5566|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5567|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5568|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5569|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_557|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5570|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5571|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5572|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5573|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5574|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5575|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5576|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5577|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5578|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5579|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_558|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5580|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5581|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5582|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5583|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5584|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5585|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5586|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5587|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5588|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5589|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_559|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5590|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5591|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5592|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5593|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5594|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5595|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5596|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5597|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5598|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5599|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_56|Drugs|Aminoglycosides|Aminoglycoside_N-acetyltransferases|AAC3,Aminoglycosides,Aminoglycoside N-acetyltransferases,AAC3
MEG_560|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5600|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5601|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5602|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5603|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5604|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5605|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5606|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5607|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5608|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5609|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_561|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5610|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5611|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5612|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5613|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5614|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5615|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5616|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5617|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5618|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5619|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_562|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5620|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5621|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5622|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5623|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5624|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5625|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5626|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5627|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5628|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5629|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_563|Drugs|betalactams|Class_C_betalactamases|ADC,betalactams,Class C betalactamases,ADC
MEG_5630|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5631|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5632|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5633|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5634|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
MEG_5635|Drugs|betalactams|Class_C_betalactamases|PDC,betalactams,Class C betalactamases,PDC
