header,type,class,mechanism,group
MEG_3293|Drugs|Lipopeptides|Colistin_phosphoethanolamine_transferase|ICR,Drugs,Lipopeptides,Colistin phosphoethanolamine transferase,ICR
MEG_3294|Multi-compound|Biocide_and_metal_resistance|Biocide_and_metal_resistance_protein|IDER,Multi-compound,Biocide and metal resistance,Biocide and metal resistance protein,IDER
MEG_3295|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES|RequiresSNPConfirmation,Drugs,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3296|Drugs|Mupirocin|Mupirocin-resistant_isoleucyl-tRNA_synthetase|ILES,Drugs,Mupirocin,Mupirocin-resistant isoleucyl-tRNA synthetase,ILES
MEG_3297|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3298|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3299|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3300|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3301|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3302|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3303|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3304|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3305|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3306|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3307|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3308|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3309|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3310|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3311|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3312|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3313|Drugs|betalactams|Class_A_betalactamases|IMI,Drugs,betalactams,Class A betalactamases,IMI
MEG_3314|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3315|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3316|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3317|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3318|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3319|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3320|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3321|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3322|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3323|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3324|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3325|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3326|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3327|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3328|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3329|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3330|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3331|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3332|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3333|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3334|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3335|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3336|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3337|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3338|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3339|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3340|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3341|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3342|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3343|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3344|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3345|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3346|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3347|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3348|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3349|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3350|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3351|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3352|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3353|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3354|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3355|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3356|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3357|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3358|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3359|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3360|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3361|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3362|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3363|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3364|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3365|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3366|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3367|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3368|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3369|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3370|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3371|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3372|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3373|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3374|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3375|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3376|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3377|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3378|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3379|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3380|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3381|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3382|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3383|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3384|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3385|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3386|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3387|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3388|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3389|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3390|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3391|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3392|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3393|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3394|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3395|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3396|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3397|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3398|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3399|Drugs|betalactams|Class_B_betalactamases|IMP,Drugs,betalactams,Class B betalactamases,IMP
MEG_3400|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3401|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3402|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3403|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3404|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3405|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3406|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3407|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3408|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3409|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3410|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3411|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3412|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3413|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3414|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3415|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3416|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3417|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3418|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3419|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3420|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3421|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3422|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3423|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3424|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3425|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3426|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3427|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3428|Drugs|betalactams|Class_B_betalactamases|IND,Drugs,betalactams,Class B betalactamases,IND
MEG_3429|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_inhA|INHA|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Isoniazid-resistant inhA,INHA
MEG_3430|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniA|INIA|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniA,INIA
MEG_3431|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniB|INIB|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniB,INIB
MEG_3432|Drugs|Mycobacterium_tuberculosis-specific_Drug|Ethambutol-resistant_iniC|INIC|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Ethambutol-resistant iniC,INIC
MEG_3433|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pump|IRFA,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pump,IRFA
MEG_3434|Drugs|Rifampin|Monooxygenase|IRI,Drugs,Rifampin,Monooxygenase,IRI
MEG_3435|Metals|Metal_resistance|Metal_resistance_regulator|IRLR,Metals,Metal resistance,Metal resistance regulator,IRLR
MEG_3436|Metals|Metal_resistance|Metal_resistance_regulator|IRLR,Metals,Metal resistance,Metal resistance regulator,IRLR
MEG_3437|Metals|Metal_resistance|Metal_resistance_regulator|IRLR,Metals,Metal resistance,Metal resistance regulator,IRLR
MEG_3438|Metals|Metal_resistance|Metal_resistance_regulator|IRLS,Metals,Metal resistance,Metal resistance regulator,IRLS
MEG_3439|Metals|Metal_resistance|Metal_resistance_regulator|IRLS,Metals,Metal resistance,Metal resistance regulator,IRLS
MEG_3440|Metals|Metal_resistance|Metal_resistance_regulator|IRLS,Metals,Metal resistance,Metal resistance regulator,IRLS
MEG_3441|Drugs|betalactams|Class_B_betalactamases|JOHN,Drugs,betalactams,Class B betalactamases,JOHN
MEG_3442|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,Drugs,Aminoglycosides,16S rRNA methyltransferases,KAMB
MEG_3443|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,Drugs,Aminoglycosides,16S rRNA methyltransferases,KAMB
MEG_3444|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KAMB,Drugs,Aminoglycosides,16S rRNA methyltransferases,KAMB
MEG_3445|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_kasA|KASA|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Isoniazid-resistant kasA,KASA
MEG_3446|Drugs|Mycobacterium_tuberculosis-specific_Drug|Isoniazid-resistant_mutation|KATG|RequiresSNPConfirmation,Drugs,Mycobacterium tuberculosis-specific Drug,Isoniazid-resistant mutation,KATG
MEG_3447|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pump|KDEA,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pump,KDEA
MEG_3448|Drugs|Aminoglycosides|Aminoglycoside_efflux_pumps|KDPE,Drugs,Aminoglycosides,Aminoglycoside efflux pumps,KDPE
MEG_3449|Biocides|Multi-biocide_resistance|Biocide_RND_efflux_pump|KEXD,Biocides,Multi-biocide resistance,Biocide RND efflux pump,KEXD
MEG_3450|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KGMB,Drugs,Aminoglycosides,16S rRNA methyltransferases,KGMB
MEG_3451|Drugs|betalactams|Class_B_betalactamases|KHM,Drugs,betalactams,Class B betalactamases,KHM
MEG_3452|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAB,Metals,Tellurium resistance,Tellurium resistance protein,KLAB
MEG_3453|Metals|Tellurium_resistance|Tellurium_resistance_protein|KLAC,Metals,Tellurium resistance,Tellurium resistance protein,KLAC
MEG_3454|Drugs|betalactams|Class_A_betalactamases|KLUC,Drugs,betalactams,Class A betalactamases,KLUC
MEG_3455|Drugs|betalactams|Class_A_betalactamases|KLUC,Drugs,betalactams,Class A betalactamases,KLUC
MEG_3456|Drugs|betalactams|Class_A_betalactamases|KLUC,Drugs,betalactams,Class A betalactamases,KLUC
MEG_3457|Drugs|betalactams|Class_A_betalactamases|KLUC,Drugs,betalactams,Class A betalactamases,KLUC
MEG_3458|Drugs|betalactams|Class_A_betalactamases|KLUC,Drugs,betalactams,Class A betalactamases,KLUC
MEG_3459|Drugs|Aminoglycosides|16S_rRNA_methyltransferases|KMR,Drugs,Aminoglycosides,16S rRNA methyltransferases,KMR
MEG_3460|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pump|KMRA,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pump,KMRA
MEG_3461|Metals|Metal_resistance|Metal_resistance_regulator|KMTR,Metals,Metal resistance,Metal resistance regulator,KMTR
MEG_3462|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3463|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3464|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3465|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3466|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3467|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3468|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3469|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3470|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3471|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3472|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3473|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3474|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3475|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3476|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3477|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3478|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3479|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3480|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3481|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3482|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3483|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3484|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3485|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3486|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3487|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3488|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3489|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3490|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3491|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3492|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3493|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3494|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3495|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3496|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3497|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3498|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3499|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3500|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3501|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3502|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3503|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3504|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3505|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3506|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3507|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3508|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3509|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3510|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3511|Drugs|betalactams|Class_A_betalactamases|KPC,Drugs,betalactams,Class A betalactamases,KPC
MEG_3512|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pump|KPN,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pump,KPN
MEG_3513|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_MFS_efflux_pump|KPN,Multi-compound,Drug and biocide resistance,Drug and biocide MFS efflux pump,KPN
MEG_3514|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pump|KPNE,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pump,KPNE
MEG_3515|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pump|KPNF,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pump,KPNF
MEG_3516|Multi-compound|Drug_and_biocide_resistance|Drug_and_biocide_SMR_efflux_pump|KPNO,Multi-compound,Drug and biocide resistance,Drug and biocide SMR efflux pump,KPNO
MEG_3517|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3518|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3519|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3520|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3521|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3522|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3523|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3524|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3525|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3526|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3527|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3528|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3529|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
MEG_3530|Drugs|betalactams|Class_B_betalactamases|L1,Drugs,betalactams,Class B betalactamases,L1
